 7.2222222222222221e-01  -3.8888888888888884e-01   0.0000000000000000e+00   0.0000000000000000e+00   2.7777777777777776e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
-3.8888888888888884e-01   1.4444444444444446e+00  -3.8888888888888890e-01   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555455e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
 0.0000000000000000e+00  -3.8888888888888895e-01   1.4444444444444444e+00  -3.8888888888888890e-01   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555761e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
 0.0000000000000000e+00   0.0000000000000000e+00  -3.8888888888888890e-01   7.2222222222222254e-01   0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111122e-01   2.7777777777777624e-02   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
 2.7777777777777776e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00   1.4444444444444446e+00  -7.7777777777777768e-01   0.0000000000000000e+00   0.0000000000000000e+00   2.7777777777777776e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00
-3.6111111111111116e-01   5.5555555555555455e-02  -3.6111111111111116e-01   0.0000000000000000e+00  -7.7777777777777768e-01   2.8888888888888893e+00  -7.7777777777777768e-01   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555455e-02  -3.6111111111111116e-01   0.0000000000000000e+00
 0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555761e-02  -3.6111111111111116e-01   0.0000000000000000e+00  -7.7777777777777779e-01   2.8888888888888884e+00  -7.7777777777777790e-01   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555761e-02  -3.6111111111111116e-01
 0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111122e-01   2.7777777777777624e-02   0.0000000000000000e+00   0.0000000000000000e+00  -7.7777777777777790e-01   1.4444444444444451e+00   0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111122e-01   2.7777777777777624e-02
 0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   2.7777777777777776e-02  -3.6111111111111116e-01   0.0000000000000000e+00   0.0000000000000000e+00   7.2222222222222232e-01  -3.8888888888888884e-01   0.0000000000000000e+00   0.0000000000000000e+00
 0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555455e-02  -3.6111111111111116e-01   0.0000000000000000e+00  -3.8888888888888884e-01   1.4444444444444446e+00  -3.8888888888888884e-01   0.0000000000000000e+00
 0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111116e-01   5.5555555555555761e-02  -3.6111111111111116e-01   0.0000000000000000e+00  -3.8888888888888884e-01   1.4444444444444442e+00  -3.8888888888888895e-01
 0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -3.6111111111111122e-01   2.7777777777777624e-02   0.0000000000000000e+00   0.0000000000000000e+00  -3.8888888888888895e-01   7.2222222222222254e-01
